Title,Content,Permalink
> Arbitration Agreement,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis arbitration agreement is signed by the parties to allow for a dispute arising from a\ntransaction to be resolved through arbitration.\n\nREQUIREMENTS\n• Name and address of the parties.\n• Description of the dispute referred to arbitration.\n• Specification of the arbitrator(s) appointed.\n• Specification of how costs of the arbitration shall be borne and secured by the parties.\n\nPROCESS\n• Fill in this agreement\n• Each party to sign before a witness.\n• Present the agreement for stamp duty at the nearest lands registry within 30 days\n• The Claimant to prepare and serve a statement of claim to all the parties.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:13057,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:19}{&quot;1&quot;:159,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:171}{&quot;1&quot;:405,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:413}""><strong>ABOUT THIS DOCUMENT</strong>
This arbitration agreement is signed by the parties to allow for a dispute arising from a
transaction to be resolved through arbitration.
<strong>REQUIREMENTS</strong>
• Name and address of the parties.
• Description of the dispute referred to arbitration.
• Specification of the arbitrator(s) appointed.
• Specification of how costs of the arbitration shall be borne and secured by the parties.
<strong>PROCESS</strong>
• Fill in this agreement
• Each party to sign before a witness.
• Present the agreement for stamp duty at the nearest lands registry within 30 days
• The Claimant to prepare and serve a statement of claim to all the parties.</span>",https://www.lawyerwangu.com/documents/arbitration-agreement/
> Application for Lost or Damaged Title (Individual),"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis is an application for replacement of a lost or damaged Land Title or Lease. It comprises of an application in form LRA 12, a statutory declaration and a Deed of Indemnity.   \n\nREQUIREMENTS\n•        Title Number. \n•        Name, ID, PIN and address of Applicant (land owner or personal representative).\n\nPROCEDURE \n•        Fill in this application form and sign before an Advocate.\n•        Stamp and register the Deed of Indemnity at the appropriate Land Registry within 30 days. \n•        Submit the application together with an official search and Police abstract to the Land Registry.\n•        The Registrar shall issue a Gazette Notice (for 60 days)\n•        Check for the new Title from the Land Registry after 60 days of gazettement.\n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:31489,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12,&quot;17&quot;:0}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:20}{&quot;1&quot;:201,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:213}{&quot;1&quot;:328,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:338}""><strong>ABOUT THIS DOCUMENT</strong>
This is an application for replacement of a lost or damaged Land Title or Lease. It comprises of an application in form LRA 12, a statutory declaration and a Deed of Indemnity.
<strong>REQUIREMENTS</strong>
• Title Number.
• Name, ID, PIN and address of Applicant (land owner or personal representative).
<strong>PROCEDURE </strong>
• Fill in this application form and sign before an Advocate.
• Stamp and register the Deed of Indemnity at the appropriate Land Registry within 30 days.
• Submit the application together with an official search and Police abstract to the Land Registry.
• The Registrar shall issue a Gazette Notice (for 60 days)
• Check for the new Title from the Land Registry after 60 days of gazettement.
</span>",https://www.lawyerwangu.com/documents/application-for-replacement-of-lost-or-damaged-title/
> Application for Lost or Damaged Title(Corporate),"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis application is for replacement of a lost or damaged Land Title by a corporate. It comprises of an Application Form (form LRA 12), Affidavit, Deed of Indemnity and a Resolution. \n \nREQUIREMENTS\n• Title Number. \n• Name, ID, PIN and address of Authorized Signatory of the proprietor (e.g Director, Attorney, Partner, Trustee e.t.c).\n\nPROCEDURE \n• Fill in this application form.\n• Sign and swear the affidavit before an Advocate.\n• Stamp and register the Deed of Indemnity within 30 days (at the Land Registry where the title is registered). \n• Submit the Application for replacement of title together with an official search, company or institution search, registered deed of indemnity, copy of map or mutation, Police abstract e.t.c to the Land Registry.\n• The Registrar will issue a Gazette Notice (for 60 days).\n• Check for the new Title from the Land Registry after 60 days of gazettement date.\n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:31489,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12,&quot;17&quot;:0}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:20}{&quot;1&quot;:206,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:218}{&quot;1&quot;:371,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:381}""><strong>ABOUT THIS DOCUMENT</strong>
This application is for replacement of a lost or damaged Land Title by a corporate. It comprises of an Application Form (form LRA 12), Affidavit, Deed of Indemnity and a Resolution.
<strong>REQUIREMENTS</strong>
• Title Number.
• Name, ID, PIN and address of Authorized Signatory of the proprietor (e.g Director, Attorney, Partner, Trustee e.t.c).
<strong>PROCEDURE </strong>
• Fill in this application form.
• Sign and swear the affidavit before an Advocate.
• Stamp and register the Deed of Indemnity within 30 days (at the Land Registry where the title is registered).
• Submit the Application for replacement of title together with an official search, company or institution search, registered deed of indemnity, copy of map or mutation, Police abstract e.t.c to the Land Registry.
• The Registrar will issue a Gazette Notice (for 60 days).
• Check for the new Title from the Land Registry after 60 days of gazettement date.
</span>",https://www.lawyerwangu.com/documents/application-for-lost-or-damaged-titlecorporate/
> Application for Forced Transfer of a Motor Vehicle Where Seller is Absent,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;This application and affidavits are required by NTSA to transfer a motor vehicle to a purchaser where the registered owner is absent or cannot be traced. \n\nREQUIREMENTS \n• Name of the registered owner. \n• Motor vehicle registration number.\n• Original logbook. \n• Tape lift report.\n• Supporting documents of how the motor vehicle was acquired by the applicant.\n• Copy of the registered owners ID and Tax PIN.\n\nPROCESS\n• Fill in this application \n• Swear the affidavit before a Commissioner for oaths, Notary Public, Magistrate or Consular officer.\n• Submit application on your NTSA TIMS account. \n\nNB: The Affidavit declaring the Registered Owner missing MUST be sworn before a Magistrate.\n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:13057,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0}{&quot;1&quot;:156,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:170}{&quot;1&quot;:452,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:459}"">This application and affidavits are required by NTSA to transfer a motor vehicle to a purchaser where the registered owner is absent or cannot be traced.
<strong>REQUIREMENTS </strong>
• Name of the registered owner.
• Motor vehicle registration number.
• Original logbook.
• Tape lift report.
• Supporting documents of how the motor vehicle was acquired by the applicant.
• Copy of the registered owners ID and Tax PIN.
<strong>PROCESS</strong>
• Fill in this application
• Swear the affidavit before a Commissioner for oaths, Notary Public, Magistrate or Consular officer.
• Submit application on your NTSA TIMS account.</span>

NB: The Affidavit declaring the Registered Owner missing MUST be sworn before a Magistrate.",https://www.lawyerwangu.com/documents/application-for-forced-transfer-of-a-motor-vehicle-where-seller-is-absent/
> Application for Forced Transfer of a Motor Vehicle by Personal Representative,"<p style=""text-align: justify;""><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis application letter an affidavit are required by NTSA to transfer a motor vehicle of a\ndeceased person to a beneficiary in the estate or a person who had bought from the\ndeceased. The application is made by a Personal Representative i.e Administrator or\nExecutor.\nREQUIREMENTS\n• Name of the Deceased and copy of death certificate.\n• Name of the beneficial owner.\n• Motor vehicle registration number.\n• Original logbook.\n• Tape lift report.\n• Grant of Representation.\n• Certified copy of Confirmation of Grant or Agreement between the deceased and\nthe beneficiary transferring the motor vehicle.\nPROCESS\n• Fill in this application\n• Sign the affidavit before a Commissioner for oaths, Notary Public, Magistrate or\nConsular officer.\n• Present the affidavit the application to an NTSA office near you.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:8705,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;16&quot;:10}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:20}{&quot;1&quot;:619,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:627}""><strong>ABOUT THIS DOCUMENT:</strong>
This application letter an affidavit are required by NTSA to transfer a motor vehicle of a
deceased person to a beneficiary in the estate or a person who had bought from the
deceased. The application is made by a Personal Representative i.e Administrator or
Executor.
<strong>REQUIREMENTS:</strong>
• Name of the Deceased and copy of death certificate.
• Name of the beneficial owner.
• Motor vehicle registration number.
• Original logbook.
• Tape lift report.
• Grant of Representation.
• Certified copy of Confirmation of Grant or Agreement between the deceased and
the beneficiary transferring the motor vehicle.
<strong>PROCESS:</strong>
• Fill in this application.
• Sign the affidavit before a Commissioner for oaths, Notary Public, Magistrate or
Consular officer.
• Present the affidavit the application to an NTSA office near you.</span></p>",https://www.lawyerwangu.com/documents/application-for-forced-transfer-of-a-motor-vehicle-by-personal-representative/
> Agent's Mandate Letter to sell,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis is an letter of mandate to an Agent, to sell on your behalf e.g for real estate; motor\nvehicle; business. This letter is issued by the property owner.\n\nREQUIREMENTS\n• Name and address of Agent\n• Property details.\n• Commission amount.\n\nPROCESS\n• Fill in and sign this letter.\n• Property owner to keep one copy and Agent to keep the other.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:31233,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12,&quot;17&quot;:0}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:19}{&quot;1&quot;:177,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:189}{&quot;1&quot;:260,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:267}""><strong>ABOUT THIS DOCUMENT</strong>
This is an letter of mandate to an Agent, to sell on your behalf e.g for real estate; motor
vehicle; business. This letter is issued by the property owner.
<strong>REQUIREMENTS</strong>
• Name and address of Agent
• Property details.
• Commission amount.
<strong>PROCESS</strong>
• Fill in and sign this letter.
• Property owner to keep one copy and Agent to keep the other.</span>",https://www.lawyerwangu.com/documents/agents-mandate-to-sell-detailed/
> Commission Letter to find Tenant,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis Commission letter is required by an Agent to engaged to find a tenant. The letter is signed by the Landlord and accepted and Agent.\n\nREQUIREMENTS\n• Name and address of Agent \n• Description of the Property \n• Commission amount \n• Rent amount, rent deposit, service charge and who will pay for utilities.\n\nPROCESS\n• Fill in this letter and sign.\n• Tenant to accept the letter before a witness.\nLandlord and Agent each to retain a copy. \n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:12801,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:19}{&quot;1&quot;:158,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:170}{&quot;1&quot;:357,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:364}""><strong>ABOUT THIS DOCUMENT</strong>
This Commission letter is required by an Agent to engaged to find a tenant. The letter is signed by the Landlord and accepted and Agent.
<strong>REQUIREMENTS</strong>
• Name and address of Agent
• Description of the Property
• Commission amount
• Rent amount, rent deposit, service charge and who will pay for utilities.
<strong>PROCESS</strong>
• Fill in this letter and sign.
• Tenant to accept the letter before a witness.
Landlord and Agent each to retain a copy.
</span>",https://www.lawyerwangu.com/documents/agency-letter-to-find-tenant/
> Affidavit of Resignation by a Partner,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\r\nThis Affidavit and letter are required to be filed with Registrar of Companies upon resignation by a Partner. \r\n\r\nREQUIREMENTS\r\n•\tName of Partnership\r\n•\tDate of resignation\r\n\r\nPROCESS\r\n•\tFill in this affidavit.\r\n•\tSign before a Commissioner for oaths, Notary Public, Magistrate or Consular officer.\r\n•\tUpload the affidavit, the letter in support of application for resignation of a Partner on the Business Registration Services portal on e-citizen.\r&quot;}"" data-sheets-userformat=""{&quot;2&quot;:8705,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;16&quot;:10}""><strong>ABOUT THIS DOCUMENT</strong>
This Affidavit and letter are required to be filed with Registrar of Companies upon resignation by a Partner.
<strong>REQUIREMENTS</strong>
• Name of Partnership
• Date of resignation
<strong>PROCESS</strong>
• Fill in this affidavit.
• Sign before a Commissioner for oaths, Notary Public, Magistrate or Consular officer.
• Upload the affidavit, the letter in support of application for resignation of a Partner on the Business Registration Services portal on e-citizen. </span>",https://www.lawyerwangu.com/documents/affidavit-of-resignation-by-a-partner-of-a-business/
> Affidavit of Resignation by a Director of a Company,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis Affidavit and letter are required to be filed with Registrar of Companies within 14 days of resignation of resignation of Director. \n\nREQUIREMENTS\n• Name of Company.\n• Date of resignation.\nPROCESS\n• Fill in this affidavit.\n• Sign before a Commissioner for oaths, Notary Public, Magistrate or Consular officer.\n• Upload the affidavit, the letter and minutes of resignation in support of application for resignation on the Business Registration Services portal on e-citizen.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:13057,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:19}{&quot;1&quot;:159,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:171}{&quot;1&quot;:228,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:235}""><strong>ABOUT THIS DOCUMENT</strong>
This Affidavit and letter are required to be filed with Registrar of Companies within 14 days of resignation of resignation of Director.
<strong>REQUIREMENTS</strong>
• Name of Company.
• Date of resignation.
<strong>PROCESS</strong>
• Fill in this affidavit.
• Sign before a Commissioner for oaths, Notary Public, Magistrate or Consular officer.
• Upload the affidavit, the letter and minutes of resignation in support of application for resignation on the Business Registration Services portal on e-citizen.</span>",https://www.lawyerwangu.com/documents/affidavit-of-resignation-by-a-director/
> Affidavit & Letter of Resignation by a Director,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\r\nThis Affidavit and letter are required to be filed with Registrar of Companies within 14 days of resignation of resignation of Director. \r\n\r\nREQUIREMENTS\r\n•\tName of Company.\r\n•\tDate of resignation\r\nPROCESS\r\n•\tFill in this affidavit.\r\n•\tSign before a Commissioner for oaths, Notary Public, Magistrate or Consular officer.\r\n•\tUpload the affidavit, the letter and minutes of resignation in support of application for resignation on the Business Registration Services portal on e-citizen.\r\n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:31233,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;\&quot;Times New Roman\&quot;, serif&quot;,&quot;16&quot;:12,&quot;17&quot;:1}"" data-sheets-textstyleruns=""{&quot;1&quot;:0}{&quot;1&quot;:19,&quot;2&quot;:{&quot;5&quot;:0}}{&quot;1&quot;:162}{&quot;1&quot;:174,&quot;2&quot;:{&quot;5&quot;:0}}{&quot;1&quot;:219}{&quot;1&quot;:226,&quot;2&quot;:{&quot;5&quot;:0}}""><strong>ABOUT THIS DOCUMENT</strong>
This Affidavit and letter are required to be filed with Registrar of Companies within 14 days of resignation of resignation of Director.
<strong>REQUIREMENTS</strong>
• Name of Company.
• Date of resignation
<strong>PROCESS</strong>
• Fill in this affidavit.
• Sign before a Commissioner for oaths, Notary Public, Magistrate or Consular officer.
• Upload the affidavit, the letter and minutes of resignation in support of application for resignation on the Business Registration Services portal on e-citizen.
</span>",https://www.lawyerwangu.com/documents/affidavit-of-resignation-by-a-director-2/
> Affidavit of no Impediment to Marriage,"This is an affidavit by a person intending to get married, confirming that they are free to marry i.e. single, divorced or widowed. It is required under section 32 of the Marriage Act for the Registrar to issue a ‘certificate of no impediment to marriage’. It is sworn before a Commissioner for oaths, Magistrate, Consular Officer etc.

It is presented to the Registrar of Marriages.",https://www.lawyerwangu.com/documents/affidavit-of-no-impediment-to-marriage/
> Affidavit of Negation of Spousal Consent,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis affidavit is required by the Transferee (buyer) or Chargee (financier) where the Owner of\na property is either divorced, widowed, not married or married but the property does not\nconstitute matrimonial property.\nREQUIREMENTS\n• Description of the property.\nPROCESS\n• Fill in this affidavit.\n• Sign before a Commissioner for Oaths/Magistrate/Consular Officer/Notary Public.\n• Present the affidavit to the buyer or financier.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:8705,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;16&quot;:10}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:19}{&quot;1&quot;:237,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:249}{&quot;1&quot;:281,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:288}""><strong>ABOUT THIS DOCUMENT:</strong>
This affidavit is required by the Transferee (buyer) or Chargee (financier) where the Owner of
a property is either divorced, widowed, not married or married but the property does not
constitute matrimonial property.
<strong>REQUIREMENTS:</strong>
• Description of the property.
<strong>PROCESS:</strong>
• Fill in this affidavit.
• Sign before a Commissioner for Oaths/Magistrate/Consular Officer/Notary Public.
• Present the affidavit to the buyer or financier.</span>",https://www.lawyerwangu.com/documents/affidavit-of-negation-of-spousal-consent/
> Affidavit of Spousal Consent,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis affidavit is required by the Transferee (buyer) or Chargee (financier) where the Owner of\na property is married and the property constitutes matrimonial property.\nREQUIREMENTS\n• Description of the property.\nPROCESS\n• Fill in this affidavit.\n• Sign before a Commissioner for Oaths/Magistrate/Consular Officer/Notary Public.\n• Present the affidavit to the buyer or financier.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:8705,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;16&quot;:10}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:19}{&quot;1&quot;:188,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:200}{&quot;1&quot;:232,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:239}""><strong>ABOUT THIS DOCUMENT:</strong>
This affidavit is required by the Transferee (buyer) or Chargee (financier) where the Owner of
a property is married and the property constitutes matrimonial property.
<strong>REQUIREMENTS:</strong>
• Description of the property.
<strong>PROCESS:</strong>
• Fill in this affidavit.
• Sign before a Commissioner for Oaths/Magistrate/Consular Officer/Notary Public.
• Present the affidavit to the buyer or financier.</span>",https://www.lawyerwangu.com/documents/affidavit-of-negation-of-spousal-consent-2/
> Affidavit of Good Conduct,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\r\nThis affidavit is used as an alternative to a Certificate of Good Conduct for employment or visa applications etc. \r\n\r\nNB: You should only fill in this affidavit if you have never been convicted of a Felony (major criminal offence).\r\n\r\nPROCESS\r\n•\tFill in this affidavit.\r\n•\tSign before a Commissioner for Oaths/Magistrate/Consular Officer/Notary Public.\r\n•\tPresent the affidavit to the requiring authority.\r&quot;}"" data-sheets-userformat=""{&quot;2&quot;:8705,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;16&quot;:10}""><strong>ABOUT THIS DOCUMENT</strong>
This affidavit is used as an alternative to a Certificate of Good Conduct for employment or visa applications etc.
NB: You should only fill in this affidavit if you have never been convicted of a Felony (major criminal offence).
<strong>PROCESS</strong>
• Fill in this affidavit.
• Sign before a Commissioner for Oaths/Magistrate/Consular Officer/Notary Public.
• Present the affidavit to the requiring authority. </span>",https://www.lawyerwangu.com/documents/affidavit-of-good-conduct/
> Affidavit of Financial Support for a Student Visa,"<p style=""text-align: justify;""><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\r\nThis affidavit is required for Visa applications by students going to study abroad. It is made by the person providing financial support to the student eg parent, sponsor etc. \r\n\r\nREQUIREMENTS \r\n•\tStudents name and passport no.\r\n•\tName of University/College.\r\n•\tCountry where the University/college is located. \r\n•\tSupporting documents i.e certified Bank statements, a copy of scholarship letter, receipt for paid tuition fees; receipt for paid accommodation\r\n\r\nPROCESS\r\n•\tFill in this affidavit.\r\n•\tSign before a Commissioner for Oaths/Magistrate/Consular Officer/Notary Public.\r\n•\tPresent the affidavit to the requiring Embassy.\r&quot;}"" data-sheets-userformat=""{&quot;2&quot;:8705,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;16&quot;:10}""><strong>ABOUT THIS DOCUMENT:</strong>
This affidavit is required for Visa applications by students going to study abroad. It is made by the person providing financial support to the student eg parent, sponsor etc.
<strong>REQUIREMENTS:</strong>
• Students name and passport no.
• Name of University/College.
• Country where the University/college is located.
• Supporting documents i.e certified Bank statements, a copy of scholarship letter, receipt for paid tuition fees; receipt for paid accommodation
<strong>PROCESS:</strong>
• Fill in this affidavit.
• Sign before a Commissioner for Oaths/Magistrate/Consular Officer/Notary Public.
• Present the affidavit to the requiring Embassy. </span></p>",https://www.lawyerwangu.com/documents/affidavit-of-financial-support-for-a-visa-application/
> Affidavit of Consent to Child Travel by both Parents,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis Affidavit is sworn by both parents. It is required by Immigration Officer when a child is travelling unaccompanied. \n\nREQUIREMENTS\n• Name and age of minor\n• Name, ID and telephone of the person to receive the child at the port of destination.\n\nPROCESS\n• Fill in this affidavit.\n• Sign before a Commissioner for oaths, Notary Public, Magistrate or Consular officer.\nThe child to carry 2 originals during travel and to present to immigration officer if required.\n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:8705,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;16&quot;:10}""><strong>ABOUT THIS DOCUMENT:</strong>
This Affidavit is sworn by both parents. It is required by Immigration Officer when a child is travelling unaccompanied.
<strong>REQUIREMENTS:</strong>
• Name and age of minor
• Name, ID and telephone of the person to receive the child at the port of destination.
<strong>PROCESS:</strong>
• Fill in this affidavit.
• Sign before a Commissioner for oaths, Notary Public, Magistrate or Consular officer.
The child to carry 2 originals during travel and to present to immigration officer if required.
</span>",https://www.lawyerwangu.com/documents/affidavit-of-consent-to-child-travel-by-both-parents-2/
> Affidavit of Consent to Child Travel by a Single Parent,"<p style=""text-align: justify;""><strong>ABOUT THIS DOCUMENT</strong><span> </span></p>
<p style=""text-align: justify;""><span>This Affidavit is sworn by a single parent. It is required by Immigration Officer when a child is travelling unaccompanied. </span></p>
<p style=""text-align: justify;""><strong>REQUIREMENTS:</strong><span>
</span><span>• Name and age of minor
</span><span>• Proof of single parenthood.
</span><span>• Name, ID and telephone of the person to receive the child at the port of destination. </span></p>
<p style=""text-align: justify;""><strong>PROCESS:</strong><span>
</span><span>• Fill in this affidavit.
</span><span>• Sign before a Commissioner for oaths, Notary Public, Magistrate or Consular officer.
</span><span>• The child to carry 2 originals during travel and to present to immigration officer if required.</span></p>",https://www.lawyerwangu.com/documents/affidavit-of-consent-to-child-travel-by-a-single-parent/
> Affidavit for Change of Phone Number on NTSA TIMS (Individual),"<p style=""text-align: justify;""><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis affidavit is made in support of application for ‘Change of telephone number on NTSA TIMS’ by an Individual.\n \nREQUIREMENTS\n•        Old telephone number.\n•        New Phone number. \n\nPROCESS\n•        Fill in this affidavit.\n•        Sign before a Commissioner for oaths, Notary Public, Magistrate or Consular officer.\n•        Present affidavit together with your Original ID and Copy to an NTSA office or Huduma Centre.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:13057,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:19,&quot;2&quot;:{}}{&quot;1&quot;:135,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:147,&quot;2&quot;:{}}{&quot;1&quot;:208,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:215,&quot;2&quot;:{}}""><strong>ABOUT THIS DOCUMENT</strong>
This affidavit is made in support of application for ‘Change of telephone number on NTSA TIMS’ by an Individual.
<strong>REQUIREMENTS</strong>
• Old telephone number.
• New Phone number.
<strong>PROCESS</strong>
• Fill in this affidavit.
• Sign before a Commissioner for oaths, Notary Public, Magistrate or Consular officer.
• Present affidavit together with your Original ID and Copy to an NTSA office or Huduma Centre.</span></p>",https://www.lawyerwangu.com/documents/affidavit-of-change-of-telephone-number/
